14,12,13,10,11,10,10,9,17,12,16,11,20,14,12,9,6,13,11,9,7,0,10,16,5,11,14,17,14,9,15,8,15,15,21,15,16,10,11,9,11,5,7,5,14,22,13,15,19,19,21,18,15,19,19,14,16,11,14,13,11,11,12,10,17,12,13,18,15,14,11,8,16,14,11,10,5,11,19,16,15,16,13,12,9,9,9,4,14,18,16,18,15,16,12,13,10,7,7,14
12,11,6,8,11,10,6,4,13,9,7,5,13,5,5,12,7,8,14,13,15,10,0,11,8,17,16,15,6,15,7,4,16,13,14,11,9,16,17,18,20,14,11,11,7,14,5,14,14,15,15,11,10,12,11,15,9,12,16,15,12,10,8,6,13,11,9,11,9,7,15,10,15,13,16,5,9,18,11,19,13,11,21,18,17,14,5,12,7,10,13,18,19,16,18,19,18,16,13,8
6,11,8,10,13,14,14,14,6,13,9,11,4,12,13,15,16,12,13,15,20,16,11,0,17,18,13,11,10,19,8,10,14,11,6,9,9,17,20,21,23,21,17,18,4,7,8,11,9,12,10,6,7,12,10,16,3,15,18,19,18,18,16,16,13,17,14,6,13,14,19,18,15,17,18,12,17,19,7,17,16,15,24,23,22,20,10,18,10,7,14,17,19,16,20,22,21,22,20,7
16,14,12,11,13,11,8,6,19,12,14,10,20,12,10,11,4,13,15,12,10,5,8,17,0,15,18,19,12,12,14,8,18,17,21,16,15,14,15,14,15,8,8,6,14,22,12,18,20,20,21,18,16,18,18,16,16,13,16,14,11,9,10,7,18,12,12,18,14,12,13,7,17,14,15,8,4,16,19,20,15,15,17,15,12,10,9,7,13,17,16,20,19,18,16,17,14,10,8,14
13,13,18,12,13,15,17,18,18,17,22,17,21,22,21,11,15,18,9,8,9,11,17,18,15,0,8,14,20,9,21,14,11,14,24,17,20,5,7,5,7,11,13,12,17,24,18,15,20,21,24,21,18,23,23,16,18,14,16,17,17,19,20,19,21,19,20,20,22,22,15,16,19,19,11,17,14,5,23,12,21,22,10,13,12,15,15,10,21,22,21,18,13,17,9,13,6,12,14,17
8,9,17,10,10,13,17,19,12,14,19,15,15,20,20,11,16,15,4,8,13,14,16,13,18,8,0,7,17,12,18,14,5,8,18,12,16,7,10,12,13,16,14,15,14,20,16,14,18,20,22,18,16,22,21,18,15,17,19,21,20,21,21,20,21,22,21,15,22,22,19,19,20,21,15,18,17,12,19,14,22,23,17,19,18,20,15,15,20,19,21,19,16,18,14,18,14,18,19,16
7,6,16,8,8,11,15,18,6,11,16,13,12,18,18,11,17,12,7,10,16,17,15,11,19,14,7,0,14,14,16,15,5,4,14,7,12,11,14,18,19,19,14,17,12,17,15,17,18,21,21,17,16,22,20,22,13,20,23,24,23,23,22,21,22,24,22,10,22,22,23,22,23,24,20,18,19,18,15,19,24,23,23,24,23,24,16,18,19,16,23,23,22,22,20,24,19,22,22,16
12,10,9,8,10,9,6,8,10,7,4,4,11,6,5,12,10,5,14,14,17,14,6,10,12,20,17,14,0,17,6,8,16,12,11,8,4,18,19,21,23,18,12,14,7,13,6,17,15,18,15,12,12,14,11,19,9,17,21,20,17,15,13,11,17,17,14,7,12,11,20,15,19,18,20,10,14,22,8,22,18,15,25,23,22,19,9,16,9,9,17,22,23,20,22,24,22,20,18,11
15,11,19,10,9,9,13,15,18,12,20,14,22,20,17,6,11,14,9,6,4,9,15,19,12,9,12,14,17,0,20,14,11,12,24,15,18,6,4,8,7,8,7,7,18,26,18,20,24,25,27,23,20,25,24,21,20,18,21,20,19,19,20,17,25,21,21,19,23,21,18,16,23,22,17,17,13,13,23,20,23,24,15,17,15,17,16,10,21,23,24,24,20,22,15,18,11,12,15,19
12,13,5,11,14,14,11,10,12,12,3,9,10,4,7,16,13,10,16,17,20,15,7,8,14,21,18,16,6,20,0,8,19,15,9,12,8,20,22,22,25,20,16,17,5,9,4,14,11,13,10,7,8,9,6,17,6,15,18,18,16,14,11,11,12,14,11,9,8,8,19,15,15,15,19,9,14,22,6,20,14,11,25,23,22,19,8,17,5,4,13,19,21,17,22,23,23,21,18,7
10,11,5,8,11,11,8,6,13,11,9,7,13,8,8,11,8,10,12,11,13,8,4,10,8,14,14,15,8,14,8,0,15,13,15,12,11,14,16,15,18,13,10,10,7,15,5,11,12,13,14,11,8,12,11,12,9,10,13,12,10,9,8,7,12,10,9,12,9,8,13,9,12,12,12,4,7,15,12,16,12,11,18,16,14,12,2,10,7,11,11,16,16,14,15,16,15,14,11,7
9,7,18,9,7,10,15,18,11,12,19,14,16,20,19,9,16,13,4,7,13,15,16,14,18,11,5,5,16,11,19,15,0,6,18,10,15,8,9,14,14,17,12,14,15,20,17,18,20,23,23,19,18,24,22,21,15,20,23,23,23,23,23,21,24,24,23,14,23,23,22,21,23,24,19,19,18,15,18,18,25,24,20,22,21,22,16,16,20,19,24,23,20,22,18,22,16,19,21,18
7,3,15,6,5,8,12,16,6,8,14,10,12,16,15,9,14,9,6,8,15,15,13,11,17,14,8,4,12,12,15,13,6,0,14,5,10,11,12,17,18,17,11,14,11,17,13,17,18,21,20,16,16,21,19,21,12,19,23,23,22,21,20,19,22,22,21,9,20,20,22,20,22,23,20,16,17,18,14,20,23,22,23,23,22,22,14,17,17,15,22,23,22,22,20,23,19,21,21,15
12,14,12,14,17,17,17,17,8,15,10,14,4,13,15,20,20,13,18,19,25,21,14,6,21,24,18,14,11,24,9,15,18,14,0,11,10,22,25,26,29,26,21,22,8,4,11,16,12,15,10,8,11,13,10,21,6,20,23,24,22,21,19,19,16,21,18,6,15,16,25,22,19,21,23,16,21,25,4,22,20,17,30,28,28,25,15,23,12,6,18,22,24,21,25,28,27,28,25,12
8,5,13,6,7,8,10,14,5,6,11,8,10,13,12,10,13,6,10,11,17,15,11,9,16,17,12,7,8,15,12,12,10,5,11,0,5,14,16,20,21,19,12,15,9,14,11,18,17,20,18,14,15,19,16,22,10,20,23,23,21,20,19,17,21,21,19,5,18,17,23,20,22,23,21,15,17,21,10,22,22,20,25,25,23,23,13,18,15,12,21,24,23,22,22,25,21,22,21,14
11,8,11,8,10,9,9,12,8,7,7,6,10,10,9,13,13,5,13,14,18,16,9,9,15,20,16,12,4,18,8,11,15,10,10,5,0,18,19,22,23,20,13,15,8,12,9,18,16,19,16,13,14,16,13,21,9,19,23,23,20,19,16,15,19,20,17,5,15,14,23,19,21,21,22,13,16,23,7,23,20,18,27,25,24,22,12,18,12,9,19,24,25,22,24,26,23,23,21,13
11,10,18,10,9,11,15,17,15,13,20,15,19,20,19,8,13,15,6,4,8,10,16,17,14,5,7,11,18,6,20,14,8,11,22,14,18,0,4,7,8,11,10,11,16,23,17,17,21,23,25,21,18,24,23,18,17,16,19,19,19,19,20,18,22,20,21,18,22,22,17,17,21,21,14,17,14,9,21,15,22,23,13,16,14,17,15,11,20,21,22,20,16,19,12,16,9,13,15,17
15,12,20,12,10,11,15,18,18,14,22,16,22,22,20,8,14,16,8,6,6,11,17,20,15,7,10,14,19,4,22,16,9,12,25,16,19,4,0,8,6,10,10,10,19,26,20,20,24,26,28,24,21,26,26,21,20,19,21,21,21,21,22,20,25,22,23,20,24,23,19,18,24,23,17,19,15,12,24,19,24,25,14,17,16,18,17,12,23,24,25,24,19,22,15,18,10,13,16,20
16,16,19,14,15,15,17,18,21,18,23,18,24,22,21,12,14,19,12,9,7,9,18,21,14,5,12,18,21,8,22,15,14,17,26,20,22,7,8,0,4,8,12,11,19,27,20,17,23,23,27,23,20,25,25,16,21,15,16,16,16,18,20,18,22,19,20,23,23,22,13,14,20,19,11,17,13,6,25,14,21,23,7,11,9,13,16,8,22,24,21,19,14,18,8,11,3,8,12,19
18,17,22,16,15,16,18,20,22,18,25,19,26,24,22,12,16,20,13,10,7,11,20,23,15,7,13,19,23,7,25,18,14,18,29,21,23,8,6,4,0,9,13,11,22,29,22,21,26,27,30,26,23,28,28,20,23,18,20,20,19,21,22,20,26,22,23,24,26,25,17,17,23,22,15,20,15,9,27,18,24,26,10,14,12,16,18,11,25,27,25,23,17,21,12,15,7,10,14,22
18,15,17,13,14,13,13,13,21,15,20,14,24,19,16,10,9,17,14,10,5,5,14,21,8,11,16,19,18,8,20,13,17,17,26,19,20,11,10,8,9,0,8,5,19,26,17,19,23,24,26,23,20,23,23,17,21,15,17,15,14,14,16,13,22,16,17,22,20,18,13,11,20,17,14,14,8,12,24,19,19,20,12,12,9,11,14,5,19,23,20,21,17,19,13,14,9,5,8,18
14,9,15,8,7,5,7,10,15,7,15,8,19,15,12,4,5,9,10,7,7,7,11,17,8,13,14,14,12,7,16,10,12,11,21,12,13,10,10,12,13,8,0,4,15,22,14,19,22,23,24,20,18,21,20,20,16,17,20,19,17,16,16,13,22,18,18,16,18,17,18,14,21,20,17,13,10,16,18,21,21,20,18,18,16,16,12,10,17,19,21,23,21,21,17,20,14,13,13,16
15,12,15,10,10,8,8,10,18,10,16,10,21,15,12,7,5,12,12,8,5,5,11,18,6,12,15,17,14,7,17,10,14,14,22,15,15,11,10,11,11,5,4,0,16,23,14,19,22,23,24,20,18,21,21,18,18,15,18,17,15,14,15,12,21,16,16,18,18,16,15,11,20,18,15,12,8,14,20,20,19,19,16,15,13,13,12,7,17,20,20,22,19,20,16,17,12,9,10,16
7,10,5,9,12,13,11,11,8,11,7,9,7,8,10,14,13,10,13,14,18,14,7,4,14,17,14,12,7,18,5,7,15,11,8,9,8,16,19,19,22,19,15,16,0,8,4,11,9,12,10,6,6,10,8,15,3,13,17,17,15,14,12,12,12,14,12,7,10,11,17,15,14,15,16,9,14,19,6,17,14,12,23,21,20,18,7,15,7,5,13,17,18,15,19,21,20,20,18,5
13,16,11,16,19,19,18,18,11,18,10,15,6,13,16,21,21,16,19,21,26,22,14,7,22,24,20,17,13,26,9,15,20,17,4,14,12,23,26,27,29,26,22,23,8,0,10,15,9,12,7,6,10,10,8,19,7,18,22,22,21,20,18,18,14,19,16,9,13,15,24,21,17,20,22,15,21,25,5,21,18,15,30,27,27,25,14,23,11,5,16,20,23,19,25,27,27,28,25,10
10,12,3,10,13,12,10,8,11,11,5,8,10,5,7,14,11,10,14,14,18,13,5,8,12,18,16,15,6,18,4,5,17,13,11,11,9,17,20,20,22,17,14,14,4,10,0,12,10,12,11,7,7,9,7,14,6,12,16,15,13,12,9,9,11,12,9,9,7,7,16,12,13,13,16,6,11,19,8,18,12,10,22,20,19,16,5,14,4,6,11,17,18,15,19,20,20,19,16,5
11,17,10,15,18,19,19,17,16,19,16,17,14,16,18,18,18,19,15,16,20,15,14,11,18,15,14,17,17,20,14,11,18,17,16,18,18,17,20,17,21,19,19,19,11,15,12,0,7,7,12,10,7,12,13,7,11,7,10,12,13,14,14,16,9,13,12,17,14,15,12,14,7,11,10,12,15,14,16,7,11,12,18,15,16,15,10,15,13,14,9,7,9,6,12,14,16,18,16,8
12,18,9,16,20,20,19,17,14,20,13,17,10,14,17,21,20,18,18,20,24,19,14,9,20,20,18,18,15,24,11,12,20,18,12,17,16,21,24,23,26,23,22,22,9,9,10,7,0,4,5,5,4,7,8,12,8,12,14,15,15,16,14,16,7,14,11,14,11,13,17,17,9,13,15,12,17,20,12,14,12,10,24,21,21,19,11,19,10,9,9,11,16,11,18,20,22,23,20,6
15,20,10,18,22,23,21,18,18,22,16,19,14,15,18,23,21,21,21,21,25,19,15,12,20,21,20,21,18,25,13,13,23,21,15,20,19,23,26,23,27,24,23,23,12,12,12,7,4,0,7,8,6,7,9,10,11,10,12,13,14,14,13,16,4,12,10,18,11,13,15,16,6,11,14,12,17,20,15,14,9,8,23,20,20,17,12,19,11,12,6,9,14,9,18,19,22,23,19,8
15,20,10,18,22,22,20,17,16,21,12,17,11,13,17,23,21,19,21,23,27,21,15,10,21,24,22,21,15,27,10,14,23,20,10,18,16,25,28,27,30,26,24,24,10,7,11,12,5,7,0,5,7,5,5,15,9,15,18,18,18,17,15,17,8,16,12,14,10,13,20,19,12,15,20,14,20,24,10,19,13,10,28,25,25,22,13,22,9,8,11,15,20,15,23,24,26,26,23,8
11,15,6,14,17,18,16,14,12,17,9,14,8,10,14,19,18,15,17,18,23,18,11,6,18,21,18,17,12,23,7,11,19,16,8,14,13,21,24,23,26,23,20,20,6,6,7,10,5,8,5,0,4,6,5,14,5,13,16,17,16,15,13,14,9,14,11,11,9,11,18,17,12,14,17,11,17,21,8,17,13,10,25,22,22,19,10,19,7,5,10,15,18,14,20,22,23,23,20,5
10,15,5,13,16,17,15,13,13,16,11,13,10,11,13,17,16,15,15,16,20,15,10,7,16,18,16,16,12,20,8,8,18,16,11,15,14,18,21,20,23,20,18,18,6,10,7,7,4,6,7,4,0,7,7,10,6,9,13,13,13,13,11,12,7,11,9,12,9,10,14,13,9,11,13,8,13,18,10,13,10,9,21,18,19,16,7,15,7,8,8,12,15,10,16,18,19,20,16,2
16,19,7,17,21,21,17,14,17,20,11,16,13,10,14,22,18,18,21,21,24,19,12,12,18,23,22,22,14,25,9,12,24,21,13,19,16,24,26,25,28,23,21,21,10,10,9,12,7,7,5,6,7,0,4,13,10,12,15,15,14,13,10,13,5,11,8,15,6,9,17,15,10,11,17,10,16,23,11,18,9,6,26,22,22,18,10,19,6,8,7,14,19,13,21,22,24,23,19,7
15,18,6,16,19,19,16,13,15,17,8,14,11,8,12,21,17,15,20,21,24,19,11,10,18,23,21,20,11,24,6,11,22,19,10,16,13,23,26,25,28,23,20,21,8,8,7,13,8,9,5,5,7,4,0,15,8,14,17,17,15,14,11,13,9,13,10,13,6,9,19,16,13,14,19,10,16,24,8,20,12,8,27,23,23,20,10,20,5,5,10,17,21,16,22,23,25,24,20,7
16,20,12,17,21,21,19,16,21,22,19,19,19,17,19,20,18,21,18,18,19,14,15,16,16,16,18,22,19,21,17,12,21,21,21,22,21,18,21,16,20,17,20,18,15,19,14,7,12,10,15,14,10,13,15,0,15,3,3,5,8,10,12,14,9,8,10,21,13,14,6,10,4,6,6,11,12,13,20,8,7,10,15,11,12,10,11,12,14,17,7,5,7,3,10,10,15,15,12,10
8,11,7,10,13,14,13,13,8,13,8,10,5,10,12,16,15,11,14,15,20,16,9,3,16,18,15,13,9,20,6,9,15,12,6,10,9,17,20,21,23,21,16,18,3,7,6,11,8,11,9,5,6,10,8,15,0,14,18,18,17,16,14,14,12,16,13,7,11,12,19,17,14,16,17,11,16,20,6,17,15,13,24,22,22,20,9,17,8,5,13,17,19,16,20,22,21,22,19,6
14,18,10,15,18,18,17,13,19,19,17,16,18,15,16,17,15,19,16,16,17,11,12,15,13,14,17,20,17,18,15,10,20,19,20,20,19,16,19,15,18,15,17,15,13,18,12,7,12,10,15,13,9,12,14,3,14,0,4,5,6,8,10,11,9,7,8,19,12,12,6,8,6,6,6,9,9,12,18,9,7,10,14,10,11,8,8,10,12,16,7,8,8,5,10,10,13,13,10,9
18,21,14,19,22,22,20,17,23,23,20,20,22,18,20,21,18,23,19,19,19,14,16,18,16,16,19,23,21,21,18,13,23,23,23,23,23,19,21,16,20,17,20,18,17,22,16,10,14,12,18,16,13,15,17,3,18,4,0,4,7,10,12,14,11,8,10,23,15,15,4,10,6,6,5,12,12,13,22,10,8,12,13,9,10,8,12,12,15,20,9,7,7,5,9,8,14,14,11,13
19,21,13,18,22,21,19,15,23,22,19,19,22,17,18,20,16,22,20,19,18,13,15,19,14,17,21,24,20,20,18,12,23,23,24,23,23,19,21,16,20,15,19,17,17,22,15,12,15,13,18,17,13,15,17,5,18,5,4,0,4,7,10,12,11,6,9,23,13,13,4,7,7,4,7,11,10,14,22,12,7,11,14,9,10,6,11,11,14,19,9,10,10,8,11,9,14,13,9,13
18,20,11,17,20,19,16,12,22,20,17,16,21,14,15,18,14,19,19,18,17,11,12,18,11,17,20,23,17,19,16,10,23,22,22,21,20,19,21,16,19,14,17,15,15,21,13,13,15,14,18,16,13,14,15,8,17,6,7,4,0,4,7,8,11,3,7,21,11,10,6,4,9,4,9,8,7,15,20,15,6,9,15,10,10,5,9,10,12,18,9,13,12,10,12,11,15,12,7,12
18,19,10,16,19,18,14,9,21,18,15,14,21,12,13,18,12,18,19,18,17,11,10,18,9,19,21,23,15,19,14,9,23,21,21,20,19,19,21,18,21,14,16,14,14,20,12,14,16,14,17,15,13,13,14,10,16,8,10,7,4,0,4,5,11,3,5,20,9,8,9,4,11,6,12,6,7,17,19,17,7,8,17,13,12,7,8,10,10,16,9,15,15,13,15,14,17,13,8,11
17,18,8,15,18,17,13,8,20,17,12,13,19,9,10,18,12,16,19,18,18,12,8,16,10,20,21,22,13,20,11,8,23,20,19,19,16,20,22,20,22,16,16,15,12,18,9,14,14,13,15,13,11,10,11,12,14,10,12,10,7,4,0,4,10,5,4,18,6,4,12,7,11,8,14,5,8,19,16,19,7,6,20,16,15,11,7,12,7,14,9,16,17,14,17,17,19,15,11,10
16,16,9,13,16,14,10,5,19,14,11,10,19,8,8,15,8,14,18,16,16,10,6,16,7,19,20,21,11,17,11,7,21,19,19,17,15,18,20,18,20,13,13,12,12,18,9,16,16,16,17,14,12,13,13,14,14,11,14,12,8,5,4,0,13,8,7,17,8,6,13,6,14,10,15,4,6,19,16,19,11,10,20,16,14,11,7,11,8,14,12,18,18,16,17,18,18,14,10,11
16,20,9,18,22,22,19,15,19,21,14,18,16,13,16,22,19,20,21,21,23,17,13,13,18,21,21,22,17,25,12,12,24,22,16,21,19,22,25,22,26,22,22,21,12,14,11,9,7,4,8,9,7,5,9,9,12,9,11,11,11,11,10,13,0,9,7,18,8,10,13,13,5,8,14,10,15,20,15,15,6,5,22,18,19,15,10,17,9,12,3,10,15,9,18,18,21,21,17,7
18,20,10,17,20,19,16,11,22,20,16,16,20,13,14,19,14,19,20,19,19,12,11,17,12,19,22,24,17,21,14,10,24,22,21,21,20,20,22,19,22,16,18,16,14,19,12,13,14,12,16,14,11,11,13,8,16,7,8,6,3,3,5,8,9,0,4,21,8,8,8,6,8,4,11,7,9,17,19,16,4,6,18,13,13,8,9,12,10,16,7,13,14,10,15,14,17,14,10,11
16,19,7,16,19,18,15,10,19,18,12,14,17,10,12,19,14,17,20,19,20,13,9,14,12,20,21,22,14,21,11,9,23,21,18,19,17,21,23,20,23,17,18,16,12,16,9,12,11,10,12,11,9,8,10,10,13,8,10,9,7,5,4,7,7,4,0,18,5,5,11,8,8,6,13,5,10,19,15,17,5,4,20,16,16,11,7,13,7,13,5,13,16,11,17,17,19,17,12,8
9,9,11,9,11,12,12,14,4,10,8,9,6,12,12,14,15,8,13,15,20,18,11,6,18,20,15,10,7,19,9,12,14,9,6,5,5,18,20,23,24,22,16,18,7,9,9,17,14,18,14,11,12,15,13,21,7,19,23,23,21,20,18,17,18,21,18,0,16,16,23,20,20,22,22,15,18,23,6,22,21,18,27,26,25,23,13,20,12,8,19,22,24,21,23,26,24,24,23,12
16,18,6,16,19,18,14,10,18,17,9,13,15,7,10,19,14,16,20,20,21,15,9,13,14,22,22,22,12,23,8,9,23,20,15,18,15,22,24,23,26,20,18,18,10,13,7,14,11,11,10,9,9,6,6,13,11,12,15,13,11,9,6,8,8,8,5,16,0,3,15,11,11,10,17,6,12,22,12,19,8,5,24,20,19,15,8,16,4,9,8,16,19,14,20,21,22,20,16,8
